date,city,city_name,actual_high_temp,actual_low_temp,actual_mean_temp,precipitation,wind_speed,humidity
2021-03-02,MIA,Miami (Intl Airport),83.6,67.8,75.0,0.02,11.1,80
2021-03-03,MIA,Miami (Intl Airport),87.2,67.7,75.7,0.0,18.2,72
2021-03-04,MIA,Miami (Intl Airport),74.9,56.4,65.5,0.0,10.2,67
2021-03-05,MIA,Miami (Intl Airport),79.9,59.5,68.6,0.0,10.5,64
2021-03-06,MIA,Miami (Intl Airport),77.8,63.0,69.2,0.472,12.8,71
2021-03-07,MIA,Miami (Intl Airport),76.7,60.2,66.6,0.028,16.0,74
2021-03-08,MIA,Miami (Intl Airport),70.7,56.0,65.2,0.004,16.7,61
2021-03-09,MIA,Miami (Intl Airport),73.8,65.4,69.3,0.0,17.1,54
2021-03-10,MIA,Miami (Intl Airport),76.2,67.6,71.2,0.008,18.3,59
2021-03-11,MIA,Miami (Intl Airport),77.0,66.5,71.7,0.047,16.4,65
2021-03-12,MIA,Miami (Intl Airport),78.0,66.7,71.8,0.0,14.7,62
2021-03-13,MIA,Miami (Intl Airport),80.7,66.7,72.8,0.0,10.8,66
2021-03-14,MIA,Miami (Intl Airport),81.2,62.8,71.9,0.004,8.7,74
2021-03-15,MIA,Miami (Intl Airport),82.1,64.5,73.2,0.0,12.4,73
2021-03-16,MIA,Miami (Intl Airport),80.6,70.1,74.8,0.004,13.3,69
2021-03-17,MIA,Miami (Intl Airport),82.8,71.7,75.9,0.0,14.4,72
2021-03-18,MIA,Miami (Intl Airport),83.8,73.3,77.3,0.047,18.1,79
2021-03-19,MIA,Miami (Intl Airport),85.7,67.3,76.6,0.091,13.1,73
2021-03-20,MIA,Miami (Intl Airport),81.1,57.6,68.5,0.075,13.9,68
2021-03-21,MIA,Miami (Intl Airport),78.7,60.2,67.9,0.0,11.4,64
2021-03-22,MIA,Miami (Intl Airport),79.4,53.7,66.4,0.0,8.3,67
2021-03-23,MIA,Miami (Intl Airport),78.5,58.5,68.5,0.0,12.3,69
2021-03-24,MIA,Miami (Intl Airport),85.0,59.0,73.1,0.004,15.8,73
2021-03-25,MIA,Miami (Intl Airport),84.3,72.7,77.4,0.004,15.0,82
2021-03-26,MIA,Miami (Intl Airport),84.2,72.9,77.8,0.0,13.4,77
2021-03-27,MIA,Miami (Intl Airport),84.0,72.2,77.7,0.047,13.0,78
2021-03-28,MIA,Miami (Intl Airport),83.7,74.0,78.5,0.004,12.5,73
2021-03-29,MIA,Miami (Intl Airport),85.5,73.0,78.2,0.075,8.9,75
2021-03-30,MIA,Miami (Intl Airport),84.3,72.7,77.9,0.122,13.2,76
2021-03-31,MIA,Miami (Intl Airport),84.8,74.8,78.8,0.024,13.1,73
2021-04-01,MIA,Miami (Intl Airport),84.5,66.6,75.4,0.197,12.8,78
2021-04-02,MIA,Miami (Intl Airport),77.6,61.2,68.4,0.047,22.0,54
2021-04-03,MIA,Miami (Intl Airport),72.3,64.8,68.3,0.004,16.5,53
2021-04-04,MIA,Miami (Intl Airport),75.3,65.8,69.7,0.0,14.1,51
2021-04-05,MIA,Miami (Intl Airport),76.6,58.5,68.5,0.0,14.8,56
2021-04-06,MIA,Miami (Intl Airport),77.5,58.0,69.0,0.0,12.7,64
2021-04-07,MIA,Miami (Intl Airport),79.9,62.1,70.8,0.0,13.4,61
2021-04-08,MIA,Miami (Intl Airport),79.9,62.2,71.9,0.0,13.9,63
2021-04-09,MIA,Miami (Intl Airport),80.4,64.1,73.2,0.0,14.1,69
2021-04-10,MIA,Miami (Intl Airport),83.1,69.6,76.3,0.004,16.4,72
2021-04-11,MIA,Miami (Intl Airport),87.5,66.8,76.1,0.843,16.0,80
2021-04-12,MIA,Miami (Intl Airport),84.0,68.1,74.9,0.224,12.9,83
2021-04-13,MIA,Miami (Intl Airport),85.2,63.1,74.0,0.0,8.5,70
2021-04-14,MIA,Miami (Intl Airport),80.2,66.0,73.0,0.0,11.5,76
2021-04-15,MIA,Miami (Intl Airport),81.9,65.4,74.2,0.0,12.9,73
2021-04-16,MIA,Miami (Intl Airport),86.3,62.6,75.9,0.012,12.8,74
2021-04-17,MIA,Miami (Intl Airport),91.2,67.6,79.3,0.0,13.2,69
2021-04-18,MIA,Miami (Intl Airport),87.3,68.8,78.5,0.028,14.6,76
2021-04-19,MIA,Miami (Intl Airport),88.8,73.5,79.6,0.366,15.7,77
2021-04-20,MIA,Miami (Intl Airport),86.9,71.6,78.9,0.091,17.1,79
2021-04-21,MIA,Miami (Intl Airport),85.4,70.9,76.8,0.138,8.4,84
2021-04-22,MIA,Miami (Intl Airport),83.4,68.7,75.0,0.043,8.4,78
2021-04-23,MIA,Miami (Intl Airport),79.5,71.6,75.4,0.063,12.1,77
2021-04-24,MIA,Miami (Intl Airport),83.8,73.3,78.0,0.043,16.9,77
2021-04-25,MIA,Miami (Intl Airport),90.0,72.9,81.6,0.004,11.5,73
2021-04-26,MIA,Miami (Intl Airport),85.9,72.7,77.6,0.02,14.5,74
2021-04-27,MIA,Miami (Intl Airport),82.9,71.3,76.6,0.02,15.7,63
2021-04-28,MIA,Miami (Intl Airport),84.3,70.6,77.1,0.0,10.8,64
2021-04-29,MIA,Miami (Intl Airport),85.8,71.2,78.5,0.031,13.0,75
2021-04-30,MIA,Miami (Intl Airport),87.1,73.5,80.3,0.063,10.0,74
2021-05-01,MIA,Miami (Intl Airport),88.4,72.6,79.8,0.043,14.7,73
2021-05-02,MIA,Miami (Intl Airport),87.1,72.4,79.4,0.024,12.7,74
2021-05-03,MIA,Miami (Intl Airport),86.6,76.1,81.2,0.016,14.2,72
2021-05-04,MIA,Miami (Intl Airport),86.8,75.6,81.5,0.0,13.5,75
2021-05-05,MIA,Miami (Intl Airport),89.2,74.7,81.7,0.004,12.3,71
2021-05-06,MIA,Miami (Intl Airport),89.1,71.8,79.6,0.756,9.6,79
2021-05-07,MIA,Miami (Intl Airport),89.7,71.0,77.4,0.382,9.4,82
2021-05-08,MIA,Miami (Intl Airport),82.5,69.1,75.8,0.071,13.7,78
2021-05-09,MIA,Miami (Intl Airport),81.9,73.1,77.6,0.067,12.8,79
2021-05-10,MIA,Miami (Intl Airport),85.2,74.1,79.7,0.079,11.0,77
2021-05-11,MIA,Miami (Intl Airport),87.5,73.5,80.4,0.02,8.4,77
2021-05-12,MIA,Miami (Intl Airport),87.7,75.6,81.4,0.236,9.4,77
2021-05-13,MIA,Miami (Intl Airport),89.1,73.7,79.4,0.398,9.1,82
2021-05-14,MIA,Miami (Intl Airport),83.3,71.1,76.4,0.075,8.7,83
2021-05-15,MIA,Miami (Intl Airport),82.8,70.3,76.0,0.051,15.9,76
2021-05-16,MIA,Miami (Intl Airport),83.1,69.5,75.5,0.043,15.2,71
2021-05-17,MIA,Miami (Intl Airport),81.5,71.4,76.0,0.0,13.8,67
2021-05-18,MIA,Miami (Intl Airport),82.5,73.5,77.7,0.016,16.7,64
2021-05-19,MIA,Miami (Intl Airport),83.2,74.4,78.7,0.024,19.0,63
2021-05-20,MIA,Miami (Intl Airport),81.4,74.3,77.6,0.059,19.8,64
2021-05-21,MIA,Miami (Intl Airport),82.2,74.8,77.7,0.0,17.3,57
2021-05-22,MIA,Miami (Intl Airport),81.9,72.9,77.4,0.0,17.4,59
2021-05-23,MIA,Miami (Intl Airport),83.5,70.9,77.1,0.0,12.3,59
2021-05-24,MIA,Miami (Intl Airport),84.3,71.2,77.3,0.0,12.5,62
2021-05-25,MIA,Miami (Intl Airport),83.2,72.2,77.7,0.0,11.5,63
2021-05-26,MIA,Miami (Intl Airport),84.9,72.6,78.4,0.0,10.8,66
2021-05-27,MIA,Miami (Intl Airport),85.6,71.8,78.1,0.0,9.8,67
2021-05-28,MIA,Miami (Intl Airport),85.2,71.7,78.4,0.039,10.6,72
2021-05-29,MIA,Miami (Intl Airport),87.1,69.9,78.7,0.016,13.5,73
2021-05-30,MIA,Miami (Intl Airport),87.0,73.4,79.7,0.193,8.8,74
2021-05-31,MIA,Miami (Intl Airport),86.0,70.6,77.1,0.185,12.1,81
2021-06-01,MIA,Miami (Intl Airport),83.5,71.8,76.5,0.319,11.6,83
2021-06-02,MIA,Miami (Intl Airport),81.9,73.1,77.1,0.142,9.7,83
2021-06-03,MIA,Miami (Intl Airport),81.9,74.8,77.9,0.402,12.6,85
2021-06-04,MIA,Miami (Intl Airport),85.5,74.7,79.6,0.087,11.6,80
2021-06-05,MIA,Miami (Intl Airport),86.4,75.9,80.8,0.031,12.4,77
2021-06-06,MIA,Miami (Intl Airport),85.0,78.3,81.1,0.118,13.0,79
2021-06-07,MIA,Miami (Intl Airport),86.5,77.2,81.6,0.0,13.2,72
2021-06-08,MIA,Miami (Intl Airport),87.0,77.4,81.6,0.031,12.8,68
2021-06-09,MIA,Miami (Intl Airport),87.2,75.5,81.5,0.02,9.7,67
2021-06-10,MIA,Miami (Intl Airport),88.0,76.2,81.9,0.012,10.0,71
2021-06-11,MIA,Miami (Intl Airport),88.2,74.9,82.0,0.079,11.3,74
2021-06-12,MIA,Miami (Intl Airport),87.7,74.9,80.5,0.472,8.6,81
2021-06-13,MIA,Miami (Intl Airport),90.9,73.3,81.2,0.138,11.0,77
2021-06-14,MIA,Miami (Intl Airport),80.7,74.0,77.2,0.866,13.6,89
2021-06-15,MIA,Miami (Intl Airport),87.9,73.9,79.2,0.417,8.5,85
2021-06-16,MIA,Miami (Intl Airport),84.5,73.2,77.7,0.858,5.2,91
2021-06-17,MIA,Miami (Intl Airport),84.6,73.8,79.9,0.146,9.0,84
2021-06-18,MIA,Miami (Intl Airport),86.7,77.2,82.0,0.067,11.5,81
2021-06-19,MIA,Miami (Intl Airport),87.4,78.7,82.8,0.024,10.4,79
2021-06-20,MIA,Miami (Intl Airport),87.5,78.9,82.1,0.185,8.3,86
2021-06-21,MIA,Miami (Intl Airport),87.9,78.5,82.7,0.012,9.8,81
2021-06-22,MIA,Miami (Intl Airport),87.9,76.3,82.8,0.213,13.9,79
2021-06-23,MIA,Miami (Intl Airport),89.0,74.3,80.3,0.142,8.8,82
2021-06-24,MIA,Miami (Intl Airport),84.7,75.0,79.7,0.177,9.2,82
2021-06-25,MIA,Miami (Intl Airport),85.1,75.7,79.9,0.134,10.7,79
2021-06-26,MIA,Miami (Intl Airport),84.4,76.0,79.3,0.201,9.3,82
2021-06-27,MIA,Miami (Intl Airport),86.9,76.1,80.3,0.083,11.7,78
2021-06-28,MIA,Miami (Intl Airport),83.8,75.4,79.5,0.075,11.0,82
2021-06-29,MIA,Miami (Intl Airport),84.4,74.1,77.5,0.894,9.1,89
2021-06-30,MIA,Miami (Intl Airport),81.9,73.2,77.0,0.512,9.6,89
2021-07-01,MIA,Miami (Intl Airport),83.1,72.0,77.0,0.406,7.1,90
2021-07-02,MIA,Miami (Intl Airport),85.4,74.7,79.1,0.504,7.4,87
2021-07-03,MIA,Miami (Intl Airport),89.5,74.7,82.0,0.354,6.7,82
2021-07-04,MIA,Miami (Intl Airport),89.7,76.5,82.7,0.008,8.7,82
2021-07-05,MIA,Miami (Intl Airport),84.7,76.4,79.3,0.453,14.7,89
2021-07-06,MIA,Miami (Intl Airport),84.1,77.8,81.6,0.091,17.0,83
2021-07-07,MIA,Miami (Intl Airport),87.5,78.9,82.9,0.075,11.4,78
2021-07-08,MIA,Miami (Intl Airport),87.3,75.3,81.4,0.154,11.2,81
2021-07-09,MIA,Miami (Intl Airport),88.4,74.8,81.9,0.008,10.5,80
2021-07-10,MIA,Miami (Intl Airport),86.5,74.3,79.4,0.173,10.1,85
2021-07-11,MIA,Miami (Intl Airport),86.4,74.7,80.1,0.146,11.0,79
2021-07-12,MIA,Miami (Intl Airport),84.5,74.0,79.6,0.272,11.9,81
2021-07-13,MIA,Miami (Intl Airport),82.7,76.6,79.7,0.457,11.7,86
2021-07-14,MIA,Miami (Intl Airport),84.8,74.8,79.4,0.461,9.9,86
2021-07-15,MIA,Miami (Intl Airport),84.9,74.3,79.7,0.118,11.5,85
2021-07-16,MIA,Miami (Intl Airport),86.3,76.3,81.1,0.071,11.1,78
2021-07-17,MIA,Miami (Intl Airport),84.0,75.8,79.5,0.22,8.0,83
2021-07-18,MIA,Miami (Intl Airport),85.8,75.8,81.1,0.134,8.5,80
2021-07-19,MIA,Miami (Intl Airport),88.2,77.4,82.5,0.0,9.1,75
2021-07-20,MIA,Miami (Intl Airport),86.6,76.5,80.7,0.248,11.2,86
2021-07-21,MIA,Miami (Intl Airport),89.3,76.8,82.8,0.169,8.4,82
2021-07-22,MIA,Miami (Intl Airport),91.8,78.0,83.6,0.299,6.1,82
2021-07-23,MIA,Miami (Intl Airport),87.6,76.4,81.6,0.193,5.0,85
2021-07-24,MIA,Miami (Intl Airport),88.4,75.9,80.5,0.638,9.1,88
2021-07-25,MIA,Miami (Intl Airport),87.2,74.5,80.9,0.205,8.0,84
2021-07-26,MIA,Miami (Intl Airport),86.5,75.7,81.4,0.173,8.8,83
2021-07-27,MIA,Miami (Intl Airport),87.5,76.7,81.4,0.28,9.2,84
2021-07-28,MIA,Miami (Intl Airport),88.2,75.1,81.1,0.437,5.2,85
2021-07-29,MIA,Miami (Intl Airport),88.9,75.4,81.0,1.083,8.1,85
2021-07-30,MIA,Miami (Intl Airport),88.6,77.0,83.0,0.079,8.0,81
2021-07-31,MIA,Miami (Intl Airport),89.2,77.0,83.5,0.047,8.3,78
2021-08-01,MIA,Miami (Intl Airport),88.7,76.4,82.1,0.217,7.9,84
2021-08-02,MIA,Miami (Intl Airport),88.4,76.1,82.4,0.248,8.8,82
2021-08-03,MIA,Miami (Intl Airport),87.2,73.4,81.3,0.433,13.0,82
2021-08-04,MIA,Miami (Intl Airport),86.4,73.0,79.8,0.165,8.5,85
2021-08-05,MIA,Miami (Intl Airport),87.5,76.1,81.6,0.094,8.1,83
2021-08-06,MIA,Miami (Intl Airport),88.3,77.2,82.7,0.091,8.2,80
2021-08-07,MIA,Miami (Intl Airport),87.3,75.1,80.7,0.213,6.8,85
2021-08-08,MIA,Miami (Intl Airport),87.1,74.6,79.9,0.331,6.3,87
2021-08-09,MIA,Miami (Intl Airport),88.9,77.7,82.6,0.012,9.2,79
2021-08-10,MIA,Miami (Intl Airport),87.8,78.0,82.5,0.047,9.0,78
2021-08-11,MIA,Miami (Intl Airport),87.3,77.2,81.3,0.24,11.4,79
2021-08-12,MIA,Miami (Intl Airport),89.1,76.4,81.9,0.681,13.7,78
2021-08-13,MIA,Miami (Intl Airport),84.6,77.5,80.6,0.413,14.5,85
2021-08-14,MIA,Miami (Intl Airport),86.0,77.4,80.3,0.441,17.0,84
2021-08-15,MIA,Miami (Intl Airport),85.4,77.5,80.9,0.091,9.7,80
2021-08-16,MIA,Miami (Intl Airport),89.7,76.4,82.8,0.083,9.5,80
2021-08-17,MIA,Miami (Intl Airport),89.1,77.7,82.9,0.15,10.8,82
2021-08-18,MIA,Miami (Intl Airport),89.1,78.3,83.9,0.004,12.6,77
2021-08-19,MIA,Miami (Intl Airport),88.6,76.6,82.3,0.047,7.9,79
2021-08-20,MIA,Miami (Intl Airport),90.0,74.4,82.2,0.0,7.8,78
2021-08-21,MIA,Miami (Intl Airport),89.5,75.9,82.9,0.012,9.5,78
2021-08-22,MIA,Miami (Intl Airport),89.7,79.2,83.6,0.154,8.4,79
2021-08-23,MIA,Miami (Intl Airport),89.9,78.1,83.8,0.031,9.0,79
2021-08-24,MIA,Miami (Intl Airport),89.4,77.9,84.5,0.004,13.6,74
2021-08-25,MIA,Miami (Intl Airport),88.4,77.0,81.5,0.142,18.3,78
2021-08-26,MIA,Miami (Intl Airport),89.1,76.3,82.0,0.177,13.3,79
2021-08-27,MIA,Miami (Intl Airport),88.5,79.3,84.1,0.02,13.8,72
2021-08-28,MIA,Miami (Intl Airport),88.7,79.0,84.0,0.012,12.4,76
2021-08-29,MIA,Miami (Intl Airport),87.5,75.6,81.6,0.079,8.7,82
2021-08-30,MIA,Miami (Intl Airport),89.4,74.8,80.2,0.48,6.3,84
2021-08-31,MIA,Miami (Intl Airport),90.0,75.7,81.0,0.409,5.9,82
2021-09-01,MIA,Miami (Intl Airport),88.3,73.9,81.4,0.394,6.5,81
2021-09-02,MIA,Miami (Intl Airport),88.2,73.3,79.4,0.642,9.3,86
2021-09-03,MIA,Miami (Intl Airport),88.5,73.8,79.5,0.524,7.8,87
2021-09-04,MIA,Miami (Intl Airport),84.9,74.2,78.8,0.26,8.4,89
2021-09-05,MIA,Miami (Intl Airport),86.4,73.1,78.9,0.406,7.8,87
2021-09-06,MIA,Miami (Intl Airport),88.3,73.1,79.0,0.555,5.9,86
2021-09-07,MIA,Miami (Intl Airport),87.9,74.5,79.8,0.256,6.3,85
2021-09-08,MIA,Miami (Intl Airport),88.3,75.0,81.1,0.315,7.1,83
2021-09-09,MIA,Miami (Intl Airport),89.8,74.9,80.9,0.087,9.2,84
2021-09-10,MIA,Miami (Intl Airport),88.0,73.8,80.9,0.083,8.5,81
2021-09-11,MIA,Miami (Intl Airport),89.1,71.5,80.5,0.004,8.9,81
2021-09-12,MIA,Miami (Intl Airport),86.8,77.4,81.2,0.26,12.5,84
2021-09-13,MIA,Miami (Intl Airport),81.7,76.2,78.0,0.76,7.7,91
2021-09-14,MIA,Miami (Intl Airport),86.1,74.7,80.1,0.213,7.3,83
2021-09-15,MIA,Miami (Intl Airport),86.4,73.8,79.2,0.118,7.2,85
2021-09-16,MIA,Miami (Intl Airport),84.4,73.6,78.9,0.661,10.1,87
2021-09-17,MIA,Miami (Intl Airport),86.1,73.2,78.5,1.13,9.3,88
2021-09-18,MIA,Miami (Intl Airport),86.6,73.4,78.9,0.319,5.7,89
2021-09-19,MIA,Miami (Intl Airport),87.5,73.4,79.5,0.492,6.2,87
2021-09-20,MIA,Miami (Intl Airport),84.5,73.8,78.9,0.409,6.2,89
2021-09-21,MIA,Miami (Intl Airport),83.7,76.5,79.3,0.425,8.5,88
2021-09-22,MIA,Miami (Intl Airport),84.8,74.7,78.6,0.343,7.3,89
2021-09-23,MIA,Miami (Intl Airport),84.1,73.7,77.7,1.346,8.4,89
2021-09-24,MIA,Miami (Intl Airport),86.6,72.7,78.1,0.941,6.4,90
2021-09-25,MIA,Miami (Intl Airport),87.2,72.4,77.6,1.079,7.5,90
2021-09-26,MIA,Miami (Intl Airport),86.1,74.2,79.3,0.0,11.6,80
2021-09-27,MIA,Miami (Intl Airport),85.8,70.2,77.7,0.0,10.9,75
2021-09-28,MIA,Miami (Intl Airport),85.2,70.9,77.4,0.008,10.6,76
2021-09-29,MIA,Miami (Intl Airport),85.1,69.1,76.9,0.004,7.5,78
2021-09-30,MIA,Miami (Intl Airport),84.3,71.4,77.6,0.047,10.2,82
2021-10-01,MIA,Miami (Intl Airport),84.1,74.2,79.0,0.098,11.3,77
2021-10-02,MIA,Miami (Intl Airport),84.2,77.1,80.1,0.043,14.7,72
2021-10-03,MIA,Miami (Intl Airport),84.3,75.7,79.5,0.051,11.2,69
2021-10-04,MIA,Miami (Intl Airport),85.5,71.4,78.5,0.028,7.8,75
2021-10-05,MIA,Miami (Intl Airport),87.1,72.0,79.4,0.0,8.3,80
2021-10-06,MIA,Miami (Intl Airport),87.7,75.1,81.3,0.016,8.7,79
2021-10-07,MIA,Miami (Intl Airport),87.8,77.5,81.6,0.118,9.2,81
2021-10-08,MIA,Miami (Intl Airport),87.7,76.2,81.8,0.161,7.2,78
2021-10-09,MIA,Miami (Intl Airport),87.9,72.8,77.3,0.094,6.2,85
2021-10-10,MIA,Miami (Intl Airport),84.2,70.3,76.0,0.295,7.4,87
2021-10-11,MIA,Miami (Intl Airport),83.9,69.2,76.3,0.035,9.8,86
2021-10-12,MIA,Miami (Intl Airport),83.3,72.2,77.1,0.024,8.2,84
2021-10-13,MIA,Miami (Intl Airport),85.5,72.7,77.6,0.024,7.0,83
2021-10-14,MIA,Miami (Intl Airport),86.0,72.0,78.0,0.02,8.7,84
2021-10-15,MIA,Miami (Intl Airport),85.1,72.3,78.3,0.059,8.3,83
2021-10-16,MIA,Miami (Intl Airport),87.3,71.5,77.8,0.028,7.5,82
2021-10-17,MIA,Miami (Intl Airport),85.7,68.7,76.7,0.13,6.9,85
2021-10-18,MIA,Miami (Intl Airport),82.8,70.4,76.7,0.016,12.0,73
2021-10-19,MIA,Miami (Intl Airport),83.5,68.8,77.0,0.0,12.9,62
2021-10-20,MIA,Miami (Intl Airport),83.7,73.8,78.6,0.004,14.0,66
2021-10-21,MIA,Miami (Intl Airport),85.4,72.8,79.7,0.004,11.6,70
2021-10-22,MIA,Miami (Intl Airport),82.0,72.1,76.2,0.177,10.3,87
2021-10-23,MIA,Miami (Intl Airport),84.8,71.5,76.9,0.138,7.8,86
2021-10-24,MIA,Miami (Intl Airport),84.0,72.9,77.9,0.217,7.5,88
2021-10-25,MIA,Miami (Intl Airport),85.9,75.0,78.1,0.78,10.1,89
2021-10-26,MIA,Miami (Intl Airport),86.8,74.2,79.5,0.047,10.5,85
2021-10-27,MIA,Miami (Intl Airport),88.2,70.9,78.4,0.004,9.2,83
2021-10-28,MIA,Miami (Intl Airport),85.3,71.1,77.8,0.264,13.8,88
2021-10-29,MIA,Miami (Intl Airport),86.4,72.4,78.4,0.098,15.2,75
2021-10-30,MIA,Miami (Intl Airport),82.1,67.8,75.1,0.02,16.8,69
2021-10-31,MIA,Miami (Intl Airport),81.4,63.4,72.6,0.004,7.9,77
2021-11-01,MIA,Miami (Intl Airport),80.1,65.7,72.9,0.02,11.1,78
2021-11-02,MIA,Miami (Intl Airport),78.9,69.3,73.8,0.764,11.3,82
2021-11-03,MIA,Miami (Intl Airport),81.5,70.1,75.9,0.055,9.9,73
2021-11-04,MIA,Miami (Intl Airport),82.1,71.1,75.0,0.075,7.8,83
2021-11-05,MIA,Miami (Intl Airport),78.7,71.1,73.5,1.5,8.6,92
2021-11-06,MIA,Miami (Intl Airport),76.0,63.0,70.9,0.0,15.4,82
2021-11-07,MIA,Miami (Intl Airport),74.3,55.4,64.0,0.0,13.2,79
2021-11-08,MIA,Miami (Intl Airport),75.8,58.4,65.9,0.0,9.4,75
2021-11-09,MIA,Miami (Intl Airport),78.5,59.1,68.7,0.0,11.9,73
2021-11-10,MIA,Miami (Intl Airport),81.0,64.4,72.6,0.055,9.9,78
2021-11-11,MIA,Miami (Intl Airport),81.3,70.6,75.7,0.031,11.7,81
2021-11-12,MIA,Miami (Intl Airport),79.7,69.9,73.9,0.433,7.1,90
2021-11-13,MIA,Miami (Intl Airport),83.6,69.3,75.1,0.0,7.5,84
2021-11-14,MIA,Miami (Intl Airport),77.4,63.4,70.2,0.0,7.3,79
2021-11-15,MIA,Miami (Intl Airport),75.8,58.4,66.4,0.0,11.1,78
2021-11-16,MIA,Miami (Intl Airport),78.2,63.7,71.3,0.0,13.3,75
2021-11-17,MIA,Miami (Intl Airport),80.2,72.5,75.9,0.02,14.5,72
2021-11-18,MIA,Miami (Intl Airport),78.9,70.2,75.2,0.799,11.3,82
2021-11-19,MIA,Miami (Intl Airport),79.8,69.0,73.3,1.61,11.4,90
2021-11-20,MIA,Miami (Intl Airport),77.9,72.3,73.9,0.65,13.1,88
2021-11-21,MIA,Miami (Intl Airport),79.1,68.8,73.9,0.126,13.4,87
2021-11-22,MIA,Miami (Intl Airport),82.3,66.4,72.1,0.028,13.5,88
2021-11-23,MIA,Miami (Intl Airport),70.4,59.3,64.8,0.0,14.4,72
2021-11-24,MIA,Miami (Intl Airport),74.1,56.7,64.9,0.0,13.9,71
2021-11-25,MIA,Miami (Intl Airport),76.1,63.2,69.5,0.004,11.1,74
2021-11-26,MIA,Miami (Intl Airport),78.3,58.5,67.9,0.0,8.1,79
2021-11-27,MIA,Miami (Intl Airport),76.6,59.9,66.3,0.0,6.9,80
2021-11-28,MIA,Miami (Intl Airport),75.8,56.0,65.0,0.0,5.4,82
2021-11-29,MIA,Miami (Intl Airport),73.4,57.2,63.8,0.016,11.2,62
2021-11-30,MIA,Miami (Intl Airport),75.8,55.5,64.5,0.0,7.0,77
2021-12-01,MIA,Miami (Intl Airport),77.7,60.5,68.2,0.0,7.1,76
2021-12-02,MIA,Miami (Intl Airport),79.4,58.0,67.8,0.0,8.0,78
2021-12-03,MIA,Miami (Intl Airport),77.0,58.1,66.7,0.0,7.3,78
2021-12-04,MIA,Miami (Intl Airport),78.7,59.0,68.1,0.0,7.8,80
2021-12-05,MIA,Miami (Intl Airport),81.7,64.8,72.8,0.008,8.6,78
2021-12-06,MIA,Miami (Intl Airport),81.2,68.7,74.2,0.118,9.6,87
2021-12-07,MIA,Miami (Intl Airport),81.8,65.7,72.0,0.0,5.6,86
2021-12-08,MIA,Miami (Intl Airport),82.1,65.4,73.3,0.0,10.7,85
2021-12-09,MIA,Miami (Intl Airport),82.4,67.1,74.6,0.0,6.0,87
2021-12-10,MIA,Miami (Intl Airport),80.9,68.0,73.8,0.024,10.0,86
2021-12-11,MIA,Miami (Intl Airport),81.4,69.3,74.9,0.0,10.6,82
2021-12-12,MIA,Miami (Intl Airport),82.0,68.2,74.5,0.039,8.3,83
2021-12-13,MIA,Miami (Intl Airport),81.9,70.1,74.9,0.0,11.9,77
2021-12-14,MIA,Miami (Intl Airport),81.2,68.9,74.0,0.016,12.0,78
2021-12-15,MIA,Miami (Intl Airport),80.1,66.9,73.5,0.083,14.8,81
2021-12-16,MIA,Miami (Intl Airport),80.4,72.3,75.6,0.016,14.3,75
2021-12-17,MIA,Miami (Intl Airport),81.2,71.4,75.6,0.0,12.8,76
2021-12-18,MIA,Miami (Intl Airport),80.5,70.4,75.3,0.177,13.3,83
2021-12-19,MIA,Miami (Intl Airport),80.6,69.0,74.5,0.315,11.3,88
2021-12-20,MIA,Miami (Intl Airport),79.6,66.8,73.3,0.055,7.1,89
2021-12-21,MIA,Miami (Intl Airport),76.3,68.9,72.2,0.236,17.3,89
2021-12-22,MIA,Miami (Intl Airport),71.8,55.6,64.9,0.004,11.8,78
2021-12-23,MIA,Miami (Intl Airport),72.1,51.9,60.5,0.0,7.9,71
2021-12-24,MIA,Miami (Intl Airport),76.0,55.0,65.1,0.008,8.3,73
2021-12-25,MIA,Miami (Intl Airport),78.7,61.7,69.8,0.0,7.9,76
2021-12-26,MIA,Miami (Intl Airport),79.5,60.2,70.2,0.012,5.5,84
2021-12-27,MIA,Miami (Intl Airport),80.8,61.9,70.0,0.0,7.2,83
2021-12-28,MIA,Miami (Intl Airport),79.0,66.4,71.6,0.004,9.1,79
2021-12-29,MIA,Miami (Intl Airport),79.9,66.1,73.0,0.008,9.9,81
2021-12-30,MIA,Miami (Intl Airport),82.1,67.6,74.5,0.004,9.5,85
2021-12-31,MIA,Miami (Intl Airport),81.7,67.4,73.0,0.067,7.7,86
2022-01-01,MIA,Miami (Intl Airport),81.1,68.8,74.4,0.016,13.5,81
2022-01-02,MIA,Miami (Intl Airport),82.6,71.3,76.1,0.0,14.2,75
2022-01-03,MIA,Miami (Intl Airport),81.0,63.0,72.8,0.091,12.8,76
2022-01-04,MIA,Miami (Intl Airport),76.9,61.1,69.2,0.0,10.6,67
2022-01-05,MIA,Miami (Intl Airport),80.6,64.9,72.4,0.067,7.2,79
2022-01-06,MIA,Miami (Intl Airport),80.3,60.3,69.3,0.0,6.0,79
2022-01-07,MIA,Miami (Intl Airport),78.0,67.0,71.3,0.319,8.5,89
2022-01-08,MIA,Miami (Intl Airport),79.2,68.7,72.8,0.118,15.0,81
2022-01-09,MIA,Miami (Intl Airport),76.6,70.2,72.2,0.449,13.5,85
2022-01-10,MIA,Miami (Intl Airport),78.2,65.1,71.1,0.335,10.1,87
2022-01-11,MIA,Miami (Intl Airport),73.3,63.8,67.5,0.232,13.8,89
2022-01-12,MIA,Miami (Intl Airport),74.2,62.9,68.0,0.24,13.2,79
