date,city,city_name,actual_high_temp,actual_low_temp,actual_mean_temp,pressure_msl,wind_speed,wind_direction,wind_gusts,precipitation,rain,humidity,dewpoint,cloudcover,sunshine_hours,wind_from_north,wind_from_south,wind_from_east,wind_from_west,pressure_change_24h,temp_range
2021-03-17,HOU,Houston (Hobby),76.0,62.3,70.2,1008.2,20.7,258,34.7,0.886,0.886,70,57.5,51,6.009275,0,0,0,1,-1.6999999999999318,13.700000000000003
2021-03-18,HOU,Houston (Hobby),63.7,48.0,55.7,1020.2,19.2,320,37.1,0.0,0.0,51,37.6,0,11.016766666666667,1,0,0,0,12.0,15.700000000000003
2021-03-19,HOU,Houston (Hobby),64.9,45.8,54.5,1024.8,12.0,353,23.9,0.0,0.0,63,41.9,5,11.022802777777777,1,0,0,0,4.599999999999909,19.10000000000001
2021-03-20,HOU,Houston (Hobby),63.3,44.1,53.4,1026.1,10.4,52,18.3,0.0,0.0,69,42.7,1,11.030058333333333,0,0,1,0,1.2999999999999545,19.199999999999996
2021-03-21,HOU,Houston (Hobby),65.9,45.3,55.5,1022.3,10.5,103,19.5,0.0,0.0,78,48.5,40,7.237588888888888,0,0,1,0,-3.7999999999999545,20.60000000000001
2021-03-22,HOU,Houston (Hobby),71.4,55.1,64.5,1012.8,18.7,148,33.6,0.067,0.067,79,57.3,90,2.473883333333333,0,1,0,0,-9.5,16.300000000000004
2021-03-23,HOU,Houston (Hobby),77.8,60.6,69.0,1007.6,15.7,220,32.0,0.539,0.539,76,60.3,40,11.039688888888888,0,1,0,0,-5.199999999999932,17.199999999999996
2021-03-24,HOU,Houston (Hobby),69.8,58.6,65.5,1006.8,16.7,101,30.0,0.24,0.24,94,63.6,86,0.20349444444444445,0,0,1,0,-0.8000000000000682,11.199999999999996
2021-03-25,HOU,Houston (Hobby),75.3,58.2,68.1,1007.6,17.1,308,32.0,0.035,0.035,77,59.7,52,9.058666666666667,0,0,0,1,0.8000000000000682,17.099999999999994
2021-03-26,HOU,Houston (Hobby),76.7,53.1,65.3,1013.7,11.3,93,22.6,0.0,0.0,75,56.6,20,11.183994444444444,0,0,1,0,6.100000000000023,23.6
2021-03-27,HOU,Houston (Hobby),80.5,69.1,73.8,1011.8,18.5,165,33.1,0.043,0.043,89,70.1,92,5.648547222222223,0,1,0,0,-1.900000000000091,11.400000000000006
2021-03-28,HOU,Houston (Hobby),72.6,53.8,65.2,1020.3,19.5,15,35.6,0.268,0.268,74,55.9,78,7.823252777777777,1,0,0,0,8.5,18.799999999999997
2021-03-29,HOU,Houston (Hobby),69.0,48.7,58.7,1021.4,10.5,95,21.5,0.0,0.0,66,46.3,19,11.276380555555557,0,0,1,0,1.1000000000000227,20.299999999999997
2021-03-30,HOU,Houston (Hobby),79.6,60.9,70.4,1014.1,17.0,176,34.2,0.185,0.185,90,67.3,94,5.362066666666666,0,1,0,0,-7.2999999999999545,18.699999999999996
2021-03-31,HOU,Houston (Hobby),77.0,60.9,69.2,1019.2,18.1,33,35.6,1.209,1.209,84,63.5,96,5.042630555555556,1,0,0,0,5.100000000000023,16.1
2021-04-01,HOU,Houston (Hobby),67.0,51.9,59.2,1030.1,15.8,39,27.5,0.0,0.0,39,34.1,28,11.570133333333334,1,0,0,0,10.899999999999864,15.100000000000001
2021-04-02,HOU,Houston (Hobby),63.4,49.0,55.4,1029.1,12.5,93,25.3,0.0,0.0,52,37.5,41,11.567980555555556,0,0,1,0,-1.0,14.399999999999999
2021-04-03,HOU,Houston (Hobby),64.2,51.2,58.0,1027.1,11.9,97,22.4,0.067,0.067,72,48.9,77,2.823530555555555,0,0,1,0,-2.0,13.0
2021-04-04,HOU,Houston (Hobby),70.8,55.1,63.1,1024.4,10.7,105,21.9,0.059,0.059,80,56.4,68,7.074525,0,0,1,0,-2.699999999999818,15.699999999999996
2021-04-05,HOU,Houston (Hobby),75.0,59.3,66.6,1018.9,13.4,150,25.5,0.039,0.039,81,60.1,46,9.830702777777777,0,1,0,0,-5.500000000000114,15.700000000000003
2021-04-06,HOU,Houston (Hobby),78.6,64.9,71.0,1014.1,18.2,167,33.3,0.024,0.024,82,64.7,62,9.614252777777777,0,1,0,0,-4.7999999999999545,13.699999999999989
2021-04-07,HOU,Houston (Hobby),81.2,68.0,73.6,1010.7,17.2,183,42.1,0.146,0.146,82,67.3,83,8.338138888888889,0,1,0,0,-3.3999999999999773,13.200000000000003
2021-04-08,HOU,Houston (Hobby),84.0,65.1,73.4,1010.2,11.8,145,20.8,0.091,0.091,78,64.8,40,10.787452777777778,0,1,0,0,-0.5,18.900000000000006
2021-04-09,HOU,Houston (Hobby),82.9,69.0,74.5,1005.6,19.0,173,39.1,0.031,0.031,85,69.2,89,4.718688888888889,0,1,0,0,-4.600000000000023,13.900000000000006
2021-04-10,HOU,Houston (Hobby),80.5,64.2,71.9,1007.4,18.3,2,32.4,0.004,0.004,69,58.8,46,9.50231111111111,1,0,0,0,1.7999999999999545,16.299999999999997
2021-04-11,HOU,Houston (Hobby),81.9,55.5,68.1,1008.0,10.9,82,18.6,0.0,0.0,53,48.8,10,11.908341666666667,0,0,1,0,0.6000000000000227,26.400000000000006
2021-04-12,HOU,Houston (Hobby),84.0,60.1,71.4,1009.6,14.0,133,27.3,0.004,0.004,74,62.1,41,11.650502777777778,0,0,1,0,1.6000000000000227,23.9
2021-04-13,HOU,Houston (Hobby),82.5,69.7,74.2,1012.2,13.9,98,25.1,0.445,0.445,89,70.4,87,5.372750000000001,0,0,1,0,2.6000000000000227,12.799999999999997
2021-04-14,HOU,Houston (Hobby),77.1,68.3,71.8,1013.3,13.6,150,25.3,0.878,0.878,90,68.6,98,1.5935055555555555,0,1,0,0,1.099999999999909,8.799999999999997
2021-04-15,HOU,Houston (Hobby),73.3,63.7,68.0,1012.9,15.4,68,29.3,0.791,0.791,89,64.5,97,3.075680555555556,0,0,1,0,-0.39999999999997726,9.599999999999994
2021-04-16,HOU,Houston (Hobby),74.1,64.1,68.2,1008.7,15.2,71,27.7,3.091,3.091,92,65.6,99,0.0,0,0,1,0,-4.199999999999932,10.0
2021-04-17,HOU,Houston (Hobby),66.3,57.4,61.4,1014.4,16.9,0,30.4,0.055,0.055,78,54.1,91,4.773380555555555,1,0,0,0,5.699999999999932,8.899999999999999
2021-04-18,HOU,Houston (Hobby),64.8,51.6,58.1,1018.4,12.3,353,23.0,0.004,0.004,66,46.2,61,10.502391666666666,1,0,0,0,4.0,13.199999999999996
2021-04-19,HOU,Houston (Hobby),69.2,49.3,60.4,1017.9,8.9,50,17.0,0.012,0.012,64,47.4,46,11.365866666666667,0,0,1,0,-0.5,19.900000000000006
2021-04-20,HOU,Houston (Hobby),75.7,53.3,64.6,1016.8,12.5,272,19.9,0.0,0.0,68,52.5,11,12.146791666666665,0,0,0,1,-1.1000000000000227,22.400000000000006
2021-04-21,HOU,Houston (Hobby),67.1,48.0,57.6,1022.7,13.8,21,25.1,0.0,0.0,55,41.5,10,12.228711111111112,1,0,0,0,5.900000000000091,19.099999999999994
2021-04-22,HOU,Houston (Hobby),69.9,52.4,61.4,1018.9,17.5,89,31.3,0.094,0.094,69,51.0,50,6.804444444444444,0,0,1,0,-3.800000000000068,17.500000000000007
2021-04-23,HOU,Houston (Hobby),76.9,66.5,71.2,1010.0,24.3,157,43.8,0.65,0.65,91,68.3,91,4.358066666666667,0,1,0,0,-8.899999999999977,10.400000000000006
2021-04-24,HOU,Houston (Hobby),82.9,67.2,75.9,1009.3,13.9,288,23.7,0.0,0.0,74,65.9,33,11.754422222222221,0,0,0,1,-0.7000000000000455,15.700000000000003
2021-04-25,HOU,Houston (Hobby),76.3,60.2,68.4,1016.1,10.9,99,22.4,0.0,0.0,75,59.6,0,12.304725000000001,0,0,1,0,6.800000000000068,16.099999999999994
2021-04-26,HOU,Houston (Hobby),78.9,62.2,70.3,1014.1,14.2,145,27.5,0.0,0.0,80,63.3,76,12.088977777777778,0,1,0,0,-2.0,16.700000000000003
2021-04-27,HOU,Houston (Hobby),80.7,70.1,74.8,1012.0,16.8,152,29.3,0.016,0.016,87,70.4,100,0.2520222222222222,0,1,0,0,-2.1000000000000227,10.600000000000009
2021-04-28,HOU,Houston (Hobby),84.5,72.2,77.6,1010.1,21.7,158,39.6,0.0,0.0,82,71.5,61,10.087013888888889,0,1,0,0,-1.8999999999999773,12.299999999999997
2021-04-29,HOU,Houston (Hobby),81.7,71.2,75.8,1011.3,14.1,129,34.0,0.429,0.429,86,71.0,84,5.805497222222223,0,0,1,0,1.1999999999999318,10.5
2021-04-30,HOU,Houston (Hobby),75.3,69.5,72.5,1016.4,13.2,86,23.0,2.378,2.378,94,70.7,96,0.0,0,0,1,0,5.100000000000023,5.799999999999997
2021-05-01,HOU,Houston (Hobby),75.6,67.1,70.6,1013.6,20.4,108,36.2,2.028,2.028,92,68.0,93,3.2194555555555557,0,0,1,0,-2.7999999999999545,8.5
2021-05-02,HOU,Houston (Hobby),83.5,66.1,74.2,1005.2,16.1,192,32.9,0.283,0.283,83,68.3,60,12.272494444444446,0,1,0,0,-8.399999999999977,17.400000000000006
2021-05-03,HOU,Houston (Hobby),85.2,73.4,78.3,1003.3,16.1,172,29.5,0.035,0.035,84,72.8,78,10.135016666666665,0,1,0,0,-1.900000000000091,11.799999999999997
2021-05-04,HOU,Houston (Hobby),81.2,71.2,76.8,1008.9,12.4,48,21.9,0.858,0.858,86,72.1,79,9.022461111111111,0,0,1,0,5.600000000000023,10.0
2021-05-05,HOU,Houston (Hobby),78.8,61.1,70.2,1017.5,12.3,23,21.5,0.0,0.0,72,60.4,4,12.611580555555555,1,0,0,0,8.600000000000023,17.699999999999996
2021-05-06,HOU,Houston (Hobby),81.0,61.8,70.6,1020.2,9.4,49,18.3,0.0,0.0,74,61.1,0,12.621316666666667,0,0,1,0,2.7000000000000455,19.200000000000003
2021-05-07,HOU,Houston (Hobby),81.2,61.0,71.3,1020.2,10.2,116,20.4,0.0,0.0,71,60.4,30,11.229619444444443,0,0,1,0,0.0,20.200000000000003
2021-05-08,HOU,Houston (Hobby),81.2,65.0,73.4,1014.9,19.5,166,35.8,0.055,0.055,84,68.2,38,10.092830555555556,0,1,0,0,-5.300000000000068,16.200000000000003
2021-05-09,HOU,Houston (Hobby),84.3,73.0,77.8,1010.7,20.9,180,38.3,0.181,0.181,85,72.6,73,11.604266666666668,0,1,0,0,-4.199999999999932,11.299999999999997
2021-05-10,HOU,Houston (Hobby),85.6,69.1,79.0,1011.9,11.8,161,23.0,0.177,0.177,84,73.2,77,12.0,0,1,0,0,1.1999999999999318,16.5
2021-05-11,HOU,Houston (Hobby),85.0,69.2,77.2,1013.3,16.1,124,31.5,0.378,0.378,88,73.0,90,8.010994444444444,0,0,1,0,1.3999999999999773,15.799999999999997
2021-05-12,HOU,Houston (Hobby),75.9,65.0,69.1,1018.6,13.3,13,25.1,0.913,0.913,85,64.1,100,3.2632194444444447,1,0,0,0,5.300000000000068,10.900000000000006
2021-05-13,HOU,Houston (Hobby),77.1,64.4,70.0,1022.6,11.9,20,23.0,0.0,0.0,73,60.6,87,4.929052777777778,1,0,0,0,4.0,12.699999999999989
2021-05-14,HOU,Houston (Hobby),78.9,63.7,70.6,1021.8,11.0,96,20.4,0.008,0.008,72,60.5,60,8.006647222222222,0,0,1,0,-0.8000000000000682,15.200000000000003
2021-05-15,HOU,Houston (Hobby),78.9,64.5,72.4,1018.8,14.5,129,27.1,0.039,0.039,77,64.6,67,8.481780555555556,0,0,1,0,-3.0,14.400000000000006
2021-05-16,HOU,Houston (Hobby),78.5,70.2,73.9,1015.8,17.0,145,30.2,0.634,0.634,85,69.0,90,0.9883444444444445,0,1,0,0,-3.0,8.299999999999997
2021-05-17,HOU,Houston (Hobby),79.7,68.2,72.4,1012.5,14.1,150,25.1,0.839,0.839,91,69.7,86,2.846325,0,1,0,0,-3.2999999999999545,11.5
2021-05-18,HOU,Houston (Hobby),82.9,68.1,74.2,1010.3,18.9,139,36.0,1.272,1.272,89,70.4,92,6.146325,0,1,0,0,-2.2000000000000455,14.800000000000011
2021-05-19,HOU,Houston (Hobby),79.4,67.0,71.8,1010.8,18.1,136,31.1,1.083,1.083,90,68.6,100,1.0,0,1,0,0,0.5,12.400000000000006
2021-05-20,HOU,Houston (Hobby),80.8,65.7,73.0,1012.4,6.6,85,19.0,0.346,0.346,88,69.2,99,6.1371361111111105,0,0,1,0,1.6000000000000227,15.099999999999994
2021-05-21,HOU,Houston (Hobby),79.8,72.1,74.9,1016.4,18.8,104,32.9,0.37,0.37,92,72.3,98,5.808066666666667,0,0,1,0,4.0,7.700000000000003
2021-05-22,HOU,Houston (Hobby),77.3,72.6,73.9,1019.6,18.5,121,34.2,1.606,1.606,93,71.7,100,0.7259583333333333,0,0,1,0,3.2000000000000455,4.700000000000003
2021-05-23,HOU,Houston (Hobby),74.6,71.5,73.1,1019.5,13.8,114,23.7,1.48,1.48,91,70.4,95,0.3331055555555556,0,0,1,0,-0.10000000000002274,3.0999999999999943
2021-05-24,HOU,Houston (Hobby),79.2,71.1,74.0,1018.0,11.7,141,24.2,1.22,1.22,91,71.0,86,7.0,0,1,0,0,-1.5,8.100000000000009
2021-05-25,HOU,Houston (Hobby),78.7,72.2,75.0,1018.0,13.7,154,26.6,0.5,0.5,90,71.8,70,5.0398861111111115,0,1,0,0,0.0,6.5
2021-05-26,HOU,Houston (Hobby),84.4,72.1,77.9,1019.1,10.7,159,19.9,0.154,0.154,85,72.7,41,12.813022222222221,0,1,0,0,1.1000000000000227,12.300000000000011
2021-05-27,HOU,Houston (Hobby),85.2,71.5,78.5,1016.5,12.7,172,23.0,0.024,0.024,84,73.0,47,11.925133333333335,0,1,0,0,-2.6000000000000227,13.700000000000003
2021-05-28,HOU,Houston (Hobby),81.3,72.2,76.2,1015.1,10.5,146,19.9,1.079,1.079,91,73.2,93,7.103413888888889,0,1,0,0,-1.3999999999999773,9.099999999999994
2021-05-29,HOU,Houston (Hobby),84.4,71.7,76.7,1013.9,14.7,217,28.9,0.248,0.248,84,71.2,63,12.838288888888888,0,1,0,0,-1.2000000000000455,12.700000000000003
2021-05-30,HOU,Houston (Hobby),79.7,70.6,74.5,1017.7,12.8,93,24.6,0.055,0.055,86,70.0,66,9.945427777777779,0,0,1,0,3.800000000000068,9.100000000000009
2021-05-31,HOU,Houston (Hobby),81.4,71.7,76.2,1018.6,12.6,131,23.7,0.126,0.126,85,71.3,85,11.098363888888889,0,0,1,0,0.8999999999999773,9.700000000000003
2021-06-01,HOU,Houston (Hobby),81.5,72.6,76.2,1016.8,9.8,179,20.4,0.122,0.122,87,72.0,94,4.754966666666667,0,1,0,0,-1.8000000000000682,8.900000000000006
2021-06-02,HOU,Houston (Hobby),82.5,69.3,75.3,1014.9,5.0,241,12.1,0.413,0.413,88,71.4,69,9.035244444444444,0,0,0,1,-1.8999999999999773,13.200000000000003
2021-06-03,HOU,Houston (Hobby),79.5,69.1,74.1,1014.5,9.1,68,18.3,2.524,2.524,92,71.5,93,3.2051833333333333,0,0,1,0,-0.39999999999997726,10.400000000000006
2021-06-04,HOU,Houston (Hobby),77.7,70.4,73.6,1014.2,8.5,124,18.3,2.087,2.087,91,70.8,96,3.8172472222222225,0,0,1,0,-0.2999999999999545,7.299999999999997
2021-06-05,HOU,Houston (Hobby),82.1,69.0,74.9,1012.2,9.5,152,16.3,0.213,0.213,88,70.7,49,11.252136111111112,0,1,0,0,-2.0,13.099999999999994
2021-06-06,HOU,Houston (Hobby),84.1,69.5,76.8,1009.9,10.3,158,17.7,0.311,0.311,87,72.5,46,12.134980555555556,0,1,0,0,-2.300000000000068,14.599999999999994
2021-06-07,HOU,Houston (Hobby),87.1,77.4,81.6,1010.6,19.2,170,35.3,0.067,0.067,85,76.4,69,11.372577777777778,0,1,0,0,0.7000000000000455,9.699999999999989
2021-06-08,HOU,Houston (Hobby),86.7,76.8,81.1,1013.8,21.4,166,38.5,0.787,0.787,87,76.6,84,10.267750000000001,0,1,0,0,3.199999999999932,9.900000000000006
2021-06-09,HOU,Houston (Hobby),88.0,78.3,82.4,1015.7,13.7,175,24.8,0.083,0.083,85,76.9,66,12.231586111111111,0,1,0,0,1.900000000000091,9.700000000000003
2021-06-10,HOU,Houston (Hobby),87.0,77.3,81.7,1014.6,12.2,180,23.3,0.075,0.075,86,76.7,77,12.631711111111112,0,1,0,0,-1.1000000000000227,9.700000000000003
2021-06-11,HOU,Houston (Hobby),89.5,74.8,81.7,1012.4,10.4,186,19.5,0.0,0.0,80,74.4,28,12.805513888888889,0,1,0,0,-2.2000000000000455,14.700000000000003
2021-06-12,HOU,Houston (Hobby),90.6,75.2,82.2,1012.9,11.5,197,19.7,0.114,0.114,84,76.5,41,11.94253611111111,0,1,0,0,0.5,15.399999999999991
2021-06-13,HOU,Houston (Hobby),91.2,77.0,82.4,1013.6,6.2,261,12.3,0.035,0.035,82,75.9,48,12.770961111111111,0,0,0,1,0.7000000000000455,14.200000000000003
2021-06-14,HOU,Houston (Hobby),92.4,77.1,83.5,1013.2,9.0,312,20.4,0.028,0.028,80,76.2,54,12.771524999999999,0,0,0,1,-0.39999999999997726,15.300000000000011
2021-06-15,HOU,Houston (Hobby),91.4,77.5,83.0,1014.7,6.7,79,15.9,0.031,0.031,82,76.3,57,12.0,0,0,1,0,1.5,13.900000000000006
2021-06-16,HOU,Houston (Hobby),92.2,73.6,81.6,1015.0,9.0,43,19.5,0.043,0.043,81,74.4,36,12.963072222222221,1,0,0,0,0.2999999999999545,18.60000000000001
2021-06-17,HOU,Houston (Hobby),89.7,75.5,82.3,1014.5,10.1,86,23.5,0.012,0.012,74,72.0,7,12.972280555555555,0,0,1,0,-0.5,14.200000000000003
2021-06-18,HOU,Houston (Hobby),90.5,71.2,81.7,1012.6,8.9,50,17.9,0.0,0.0,68,69.1,10,12.97663611111111,0,0,1,0,-1.8999999999999773,19.299999999999997
2021-06-19,HOU,Houston (Hobby),90.3,74.1,82.5,1011.3,9.6,203,17.4,0.008,0.008,74,72.8,25,12.980819444444444,0,1,0,0,-1.3000000000000682,16.200000000000003
2021-06-20,HOU,Houston (Hobby),87.1,76.0,80.5,1010.8,12.8,180,28.9,0.311,0.311,88,76.5,77,6.193075,0,1,0,0,-0.5,11.099999999999994
2021-06-21,HOU,Houston (Hobby),86.6,75.8,80.1,1010.7,12.8,171,26.6,0.878,0.878,85,75.3,81,10.553183333333333,0,1,0,0,-0.09999999999990905,10.799999999999997
2021-06-22,HOU,Houston (Hobby),86.1,75.0,79.2,1013.6,6.3,79,15.4,0.799,0.799,89,75.4,62,11.33581388888889,0,0,1,0,2.8999999999999773,11.099999999999994
2021-06-23,HOU,Houston (Hobby),89.5,74.9,81.6,1014.9,11.2,150,20.8,0.177,0.177,86,76.7,29,12.054080555555556,0,1,0,0,1.2999999999999545,14.599999999999994
2021-06-24,HOU,Houston (Hobby),88.7,74.0,81.7,1015.5,12.0,160,22.6,0.118,0.118,84,76.0,41,12.026369444444445,0,1,0,0,0.6000000000000227,14.700000000000003
2021-06-25,HOU,Houston (Hobby),88.1,78.3,82.9,1014.3,11.8,170,23.0,0.15,0.15,84,77.3,59,12.444016666666666,0,1,0,0,-1.2000000000000455,9.799999999999997
2021-06-26,HOU,Houston (Hobby),88.5,78.0,82.3,1013.1,12.3,159,23.0,0.118,0.118,80,75.1,61,12.067047222222223,0,1,0,0,-1.1999999999999318,10.5
2021-06-27,HOU,Houston (Hobby),84.4,75.4,79.4,1013.0,11.6,108,24.8,0.331,0.331,85,74.3,58,12.033580555555556,0,0,1,0,-0.10000000000002274,9.0
2021-06-28,HOU,Houston (Hobby),79.8,73.1,75.9,1013.7,12.9,102,25.7,4.067,4.067,93,73.6,99,2.730461111111111,0,0,1,0,0.7000000000000455,6.700000000000003
2021-06-29,HOU,Houston (Hobby),84.1,74.6,78.5,1016.8,10.7,116,21.9,0.512,0.512,88,74.5,96,10.132722222222222,0,0,1,0,3.099999999999909,9.5
2021-06-30,HOU,Houston (Hobby),85.5,74.7,79.3,1017.3,8.8,87,18.6,0.173,0.173,87,74.9,66,12.037527777777777,0,0,1,0,0.5,10.799999999999997
2021-07-01,HOU,Houston (Hobby),86.6,73.4,79.9,1015.0,6.9,120,15.4,0.083,0.083,86,75.1,45,12.394061111111112,0,0,1,0,-2.2999999999999545,13.199999999999989
2021-07-02,HOU,Houston (Hobby),89.5,73.8,81.1,1013.8,10.4,208,19.9,0.24,0.24,85,76.0,80,10.44336111111111,0,1,0,0,-1.2000000000000455,15.700000000000003
2021-07-03,HOU,Houston (Hobby),86.3,75.1,78.2,1014.0,6.8,118,14.5,3.882,3.882,91,75.3,99,3.5841138888888886,0,0,1,0,0.20000000000004547,11.200000000000003
2021-07-04,HOU,Houston (Hobby),84.3,74.1,78.0,1013.3,6.6,70,14.8,1.555,1.555,91,75.2,85,8.452791666666666,0,0,1,0,-0.7000000000000455,10.200000000000003
2021-07-05,HOU,Houston (Hobby),85.4,74.1,78.4,1013.3,10.1,125,22.8,0.866,0.866,89,74.9,77,6.362113888888889,0,0,1,0,0.0,11.300000000000011
2021-07-06,HOU,Houston (Hobby),80.0,74.1,76.8,1013.3,10.0,129,18.8,1.795,1.795,93,74.6,89,0.0,0,0,1,0,0.0,5.900000000000006
2021-07-07,HOU,Houston (Hobby),81.4,74.4,77.3,1013.2,11.0,123,20.4,0.315,0.315,88,73.4,93,2.0360972222222222,0,0,1,0,-0.09999999999990905,7.0
2021-07-08,HOU,Houston (Hobby),78.4,76.0,76.9,1013.4,14.3,118,28.0,3.445,3.445,93,74.7,99,0.0,0,0,1,0,0.1999999999999318,2.4000000000000057
2021-07-09,HOU,Houston (Hobby),81.6,75.8,77.9,1016.3,11.1,140,27.7,2.031,2.031,92,75.2,100,0.06702222222222222,0,1,0,0,2.8999999999999773,5.799999999999997
2021-07-10,HOU,Houston (Hobby),85.8,75.9,80.2,1017.0,14.2,176,27.3,0.11,0.11,87,75.8,82,11.23493611111111,0,1,0,0,0.7000000000000455,9.899999999999991
2021-07-11,HOU,Houston (Hobby),88.5,76.2,81.7,1015.8,13.6,199,25.3,0.028,0.028,85,76.3,61,10.582269444444444,0,1,0,0,-1.2000000000000455,12.299999999999997
2021-07-12,HOU,Houston (Hobby),88.2,76.0,80.9,1017.5,9.4,187,20.1,0.165,0.165,85,75.9,64,11.867783333333332,0,1,0,0,1.7000000000000455,12.200000000000003
2021-07-13,HOU,Houston (Hobby),84.3,73.9,78.2,1020.6,8.9,135,19.5,0.193,0.193,89,74.5,78,8.457025,0,1,0,0,3.1000000000000227,10.399999999999991
2021-07-14,HOU,Houston (Hobby),82.5,74.2,77.6,1021.1,10.9,131,20.4,0.327,0.327,90,74.2,92,4.473713888888889,0,0,1,0,0.5,8.299999999999997
2021-07-15,HOU,Houston (Hobby),85.6,74.9,79.2,1018.6,10.9,168,21.3,0.283,0.283,87,74.9,85,9.909677777777777,0,1,0,0,-2.5,10.699999999999989
2021-07-16,HOU,Houston (Hobby),87.5,74.7,80.1,1016.7,8.2,174,18.8,0.248,0.248,85,75.1,85,7.267755555555555,0,1,0,0,-1.8999999999999773,12.799999999999997
2021-07-17,HOU,Houston (Hobby),89.7,75.3,82.6,1017.4,10.7,162,19.2,0.008,0.008,81,75.7,54,12.951238888888888,0,1,0,0,0.6999999999999318,14.400000000000006
2021-07-18,HOU,Houston (Hobby),87.7,76.2,81.0,1018.6,8.1,155,18.6,0.142,0.142,87,76.6,73,11.693416666666668,0,1,0,0,1.2000000000000455,11.5
2021-07-19,HOU,Houston (Hobby),86.5,75.8,80.2,1016.7,7.5,217,17.0,0.732,0.732,89,76.4,76,7.898463888888889,0,1,0,0,-1.8999999999999773,10.700000000000003
2021-07-20,HOU,Houston (Hobby),85.5,73.7,79.4,1013.6,9.0,313,21.5,1.421,1.421,87,74.9,78,11.709583333333333,0,0,0,1,-3.1000000000000227,11.799999999999997
2021-07-21,HOU,Houston (Hobby),87.8,73.2,79.3,1015.5,7.5,224,16.8,0.228,0.228,86,74.5,57,12.924333333333333,0,1,0,0,1.8999999999999773,14.599999999999994
2021-07-22,HOU,Houston (Hobby),86.3,73.9,79.3,1019.7,9.4,207,21.3,0.157,0.157,88,75.4,85,9.258316666666667,0,1,0,0,4.2000000000000455,12.399999999999991
2021-07-23,HOU,Houston (Hobby),90.5,75.7,82.9,1019.7,10.5,192,19.9,0.031,0.031,82,76.5,45,12.895616666666667,0,1,0,0,0.0,14.799999999999997
2021-07-24,HOU,Houston (Hobby),91.3,76.6,83.3,1017.5,9.5,197,17.4,0.0,0.0,81,76.4,20,12.699472222222221,0,1,0,0,-2.2000000000000455,14.700000000000003
2021-07-25,HOU,Houston (Hobby),90.6,73.1,82.4,1015.3,9.4,220,16.3,0.0,0.0,82,75.9,38,11.47635,0,1,0,0,-2.2000000000000455,17.5
2021-07-26,HOU,Houston (Hobby),91.3,75.5,83.1,1014.2,9.4,232,15.9,0.0,0.0,79,75.4,58,12.842833333333333,0,0,0,1,-1.099999999999909,15.799999999999997
2021-07-27,HOU,Houston (Hobby),89.2,75.7,81.8,1015.2,10.6,213,19.2,0.315,0.315,83,75.8,93,9.956505555555555,0,1,0,0,1.0,13.5
2021-07-28,HOU,Houston (Hobby),87.9,73.5,81.3,1015.8,4.5,13,14.8,0.063,0.063,85,76.2,28,12.805813888888888,1,0,0,0,0.599999999999909,14.400000000000006
2021-07-29,HOU,Houston (Hobby),88.8,77.1,82.7,1016.1,8.8,103,17.9,0.063,0.063,85,77.5,63,12.45761388888889,0,0,1,0,0.3000000000000682,11.700000000000003
2021-07-30,HOU,Houston (Hobby),89.6,76.5,81.6,1017.2,8.2,173,14.8,0.134,0.134,87,76.9,77,11.0,0,1,0,0,1.1000000000000227,13.099999999999994
2021-07-31,HOU,Houston (Hobby),89.8,76.2,81.8,1017.2,9.1,214,17.7,0.083,0.083,88,77.7,76,11.915627777777779,0,1,0,0,0.0,13.599999999999994
2021-08-01,HOU,Houston (Hobby),88.5,78.4,82.7,1016.3,9.4,214,20.6,0.142,0.142,86,77.7,90,10.192191666666666,0,1,0,0,-0.900000000000091,10.099999999999994
2021-08-02,HOU,Houston (Hobby),88.4,77.9,81.9,1015.2,9.9,260,23.7,0.433,0.433,87,77.5,91,9.101769444444445,0,0,0,1,-1.099999999999909,10.5
2021-08-03,HOU,Houston (Hobby),85.8,75.2,79.1,1013.8,8.0,232,20.4,1.496,1.496,91,76.0,98,4.624297222222222,0,0,0,1,-1.400000000000091,10.599999999999994
2021-08-04,HOU,Houston (Hobby),86.9,74.7,79.6,1014.8,8.1,62,15.2,0.098,0.098,88,75.6,98,7.3139111111111115,0,0,1,0,1.0,12.200000000000003
2021-08-05,HOU,Houston (Hobby),82.7,75.5,78.8,1017.2,8.7,107,17.0,0.528,0.528,87,74.4,97,0.7910916666666666,0,0,1,0,2.400000000000091,7.200000000000003
2021-08-06,HOU,Houston (Hobby),86.0,74.8,78.8,1017.0,11.0,139,22.1,0.949,0.949,85,73.9,70,10.976675,0,1,0,0,-0.20000000000004547,11.200000000000003
2021-08-07,HOU,Houston (Hobby),89.6,74.5,82.0,1015.9,10.6,178,20.4,0.0,0.0,82,75.2,19,12.527149999999999,0,1,0,0,-1.1000000000000227,15.099999999999994
2021-08-08,HOU,Houston (Hobby),88.3,77.5,83.3,1015.3,13.7,179,25.5,0.039,0.039,81,76.7,29,12.355216666666667,0,1,0,0,-0.6000000000000227,10.799999999999997
2021-08-09,HOU,Houston (Hobby),89.3,79.2,83.6,1016.5,13.3,179,24.6,0.063,0.063,81,76.9,54,12.265297222222221,0,1,0,0,1.2000000000000455,10.099999999999994
